"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","1415677_at","Dhrs1","52585","dehydrogenase/reductase 1",0.194763835190702,8.02264812914938,0.545220793428766,0.590747516593971,0.590747516593971,-4.61039898930194
"2","1415682_at","Xpo7","65246","exportin 7",0.0130168127891821,10.1755051631712,0.0263258566934298,0.979220063853876,0.979220063853876,-4.61691798061986
"3","1415703_at","Huwe1","59026","HECT, UBA and WWE domain containing 1",0.001757595416505,8.24180596299755,0.00458248635380666,0.996382457923645,0.996382457923645,-4.61693293620024
"4","1415708_at","Tug1","544752","taurine upregulated gene 1",0.0384807273713665,9.35339096390729,0.105488229577116,0.916885081346352,0.916885081346352,-4.61668587793616
"5","1415758_at","Fryl","72313","FRY like transcription coactivator",0.022377125184855,8.69134329529062,0.0578891600205189,0.954327118682881,0.954327118682881,-4.61685883639395
"6","1415794_a_at","Spin1","20729","spindlin 1",0.102407903119745,7.91152357561837,0.249769712556885,0.804939280993709,0.804939280993709,-4.61554867528769
"7","1415802_at","Slc16a1","20501","solute carrier family 16 (monocarboxylic acid transporters), member 1",0.36985393498105,9.85546454081966,0.83399881052693,0.412692401877312,0.412692401877312,-4.60189076398597
"8","1415822_at","Scd2","20250","stearoyl-Coenzyme A desaturase 2",0.0145915829146208,6.94727108783974,0.0337675042557151,0.973348177288631,0.973348177288631,-4.61690802940731
"9","1415837_at","Klk1","16612","kallikrein 1",0.142481504696842,5.2211947744193,0.247281586696557,0.806841326381861,0.806841326381861,-4.61557605647546
"10","1415839_a_at","Npm1","18148","nucleophosmin 1",-0.170308629301585,9.00004698694576,-0.382361430892218,0.705634932244357,0.705634932244357,-4.61369954186953
"11","1415840_at","Elovl5","68801","ELOVL fatty acid elongase 5",-0.110240571304399,9.3991835959561,-0.287747573963521,0.776066315311851,0.776066315311851,-4.6150971202967
"12","1415869_a_at","Trim28","21849","tripartite motif-containing 28",-0.0891061191022224,8.91698731761763,-0.203309043349874,0.84064640543373,0.84064640543373,-4.61601511555825
"13","1415871_at","Tgfbi","21810","transforming growth factor, beta induced",0.054773369145666,9.4042105373831,0.0834686617861105,0.934186958022582,0.934186958022582,-4.61677840258112
"14","1415872_at","Hnrnph1","59013","heterogeneous nuclear ribonucleoprotein H1",-0.0546439388744169,8.53767561151209,-0.119181953191733,0.906145784968994,0.906145784968994,-4.61661748332989
"15","1415897_a_at","Mgst1","56615","microsomal glutathione S-transferase 1",0.740199286223778,10.6257481272006,1.00388640721741,0.325674933214124,0.325674933214124,-4.59541052741761
"16","1415904_at","Lpl","16956","lipoprotein lipase",0.296406735168105,7.41123703603335,0.685727630324788,0.499605022257441,0.499605022257441,-4.6066702357374
"17","1415936_at","Bcar3","29815","breast cancer anti-estrogen resistance 3",0.300402461030784,7.80715827450219,0.525432033295523,0.604213546755221,0.604213546755221,-4.61085941184834
"18","1415964_at","Scd1","20249","stearoyl-Coenzyme A desaturase 1",-0.0471936206574313,9.67570265703831,-0.0613430135929531,0.951605588827018,0.951605588827018,-4.61684967456581
"19","1415994_at","Cyp2e1","13106","cytochrome P450, family 2, subfamily e, polypeptide 1",1.96984173765297,6.83847432382484,1.80449976987658,0.0840058923624036,0.0840058923624036,-4.55313365917345
